pkg_received_utc_ts,package_tracking_number,scac,Pallet,Linehaul,Partition
59.29253890275633,PKG000001,TLMD,1,A,1
59.29253890275633,PKG000002,USPS,1,A,USPS
59.29253890275633,PKG000003,TLMD,1,A,3AB
59.29253890275633,PKG000004,TLMD,1,A,3AB
59.29253890275633,PKG000005,USPS,1,A,USPS
59.29253890275633,PKG000006,FDEG,1,A,FDEG
59.29253890275633,PKG000007,USPS,1,A,USPS
59.29253890275633,PKG000008,UPSN,1,A,UPSN
59.29253890275633,PKG000009,TLMD,1,A,2
59.29253890275633,PKG000010,UPSN,1,A,UPSN
59.29253890275633,PKG000011,TLMD,1,A,1
59.29253890275633,PKG000012,TLMD,1,A,1
59.29253890275633,PKG000013,TLMD,1,A,1
59.29253890275633,PKG000014,USPS,1,A,USPS
59.29253890275633,PKG000015,USPS,1,A,USPS
59.29253890275633,PKG000016,TLMD,1,A,2
59.29253890275633,PKG000017,UPSN,1,A,UPSN
59.29253890275633,PKG000018,TLMD,1,A,3AB
59.29253890275633,PKG000019,TLMD,1,A,1
59.29253890275633,PKG000020,TLMD,1,A,2
59.29253890275633,PKG000021,UPSN,1,A,UPSN
59.29253890275633,PKG000022,TLMD,1,A,1
59.29253890275633,PKG000023,USPS,1,A,USPS
59.29253890275633,PKG000024,UPSN,1,A,UPSN
59.29253890275633,PKG000025,TLMD,1,A,2
59.29253890275633,PKG000026,USPS,1,A,USPS
59.29253890275633,PKG000027,UPSN,1,A,UPSN
59.29253890275633,PKG000028,USPS,1,A,USPS
59.29253890275633,PKG000029,TLMD,1,A,1
59.29253890275633,PKG000030,TLMD,1,A,1
59.29253890275633,PKG000031,USPS,1,A,USPS
59.29253890275633,PKG000032,TLMD,1,A,3AB
59.29253890275633,PKG000033,USPS,1,A,USPS
59.29253890275633,PKG000034,TLMD,1,A,2
59.29253890275633,PKG000035,TLMD,1,A,2
59.29253890275633,PKG000036,UPSN,1,A,UPSN
59.29253890275633,PKG000037,UPSN,1,A,UPSN
59.29253890275633,PKG000038,TLMD,1,A,1
59.29253890275633,PKG000039,TLMD,1,A,1
59.29253890275633,PKG000040,USPS,1,A,USPS
59.29253890275633,PKG000041,TLMD,1,A,1
59.29253890275633,PKG000042,TLMD,1,A,1
59.29253890275633,PKG000043,UPSN,1,A,UPSN
59.29253890275633,PKG000044,TLMD,1,A,1
59.29253890275633,PKG000045,USPS,1,A,USPS
59.29253890275633,PKG000046,FDEG,1,A,FDEG
59.29253890275633,PKG000047,TLMD,1,A,3AB
59.29253890275633,PKG000048,FDEG,1,A,FDEG
59.29253890275633,PKG000049,TLMD,1,A,1
59.29253890275633,PKG000050,TLMD,2,A,2
59.29253890275633,PKG000051,TLMD,2,A,2
59.29253890275633,PKG000052,TLMD,2,A,1
59.29253890275633,PKG000053,USPS,2,A,USPS
59.29253890275633,PKG000054,TLMD,2,A,2
59.29253890275633,PKG000055,USPS,2,A,USPS
59.29253890275633,PKG000056,UPSN,2,A,UPSN
59.29253890275633,PKG000057,UPSN,2,A,UPSN
59.29253890275633,PKG000058,TLMD,2,A,2
59.29253890275633,PKG000059,TLMD,2,A,1
59.29253890275633,PKG000060,TLMD,2,A,3AB
59.29253890275633,PKG000061,USPS,2,A,USPS
59.29253890275633,PKG000062,TLMD,2,A,2
59.29253890275633,PKG000063,TLMD,2,A,1
59.29253890275633,PKG000064,TLMD,2,A,1
59.29253890275633,PKG000065,USPS,2,A,USPS
59.29253890275633,PKG000066,USPS,2,A,USPS
59.29253890275633,PKG000067,TLMD,2,A,1
59.29253890275633,PKG000068,USPS,2,A,USPS
59.29253890275633,PKG000069,USPS,2,A,USPS
59.29253890275633,PKG000070,UPSN,2,A,UPSN
59.29253890275633,PKG000071,TLMD,2,A,1
59.29253890275633,PKG000072,TLMD,2,A,2
59.29253890275633,PKG000073,TLMD,2,A,1
59.29253890275633,PKG000074,USPS,2,A,USPS
59.29253890275633,PKG000075,USPS,2,A,USPS
59.29253890275633,PKG000076,FDEG,2,A,FDEG
59.29253890275633,PKG000077,USPS,2,A,USPS
59.29253890275633,PKG000078,USPS,2,A,USPS
59.29253890275633,PKG000079,TLMD,2,A,1
59.29253890275633,PKG000080,TLMD,2,A,2
59.29253890275633,PKG000081,TLMD,2,A,2
59.29253890275633,PKG000082,UPSN,2,A,UPSN
59.29253890275633,PKG000083,TLMD,2,A,1
59.29253890275633,PKG000084,UPSN,2,A,UPSN
59.29253890275633,PKG000085,TLMD,2,A,1
59.29253890275633,PKG000086,UPSN,2,A,UPSN
59.29253890275633,PKG000087,FDEG,2,A,FDEG
59.29253890275633,PKG000088,TLMD,2,A,1
59.29253890275633,PKG000089,FDEG,2,A,FDEG
59.29253890275633,PKG000090,UPSN,2,A,UPSN
59.29253890275633,PKG000091,TLMD,2,A,1
59.29253890275633,PKG000092,UPSN,2,A,UPSN
59.29253890275633,PKG000093,USPS,2,A,USPS
59.29253890275633,PKG000094,USPS,2,A,USPS
59.29253890275633,PKG000095,USPS,2,A,USPS
59.29253890275633,PKG000096,USPS,2,A,USPS
59.29253890275633,PKG000097,USPS,2,A,USPS
59.29253890275633,PKG000098,USPS,2,A,USPS
59.29253890275633,PKG000099,TLMD,2,A,2
59.29253890275633,PKG000100,TLMD,2,A,1
59.29253890275633,PKG000101,UPSN,2,A,UPSN
59.29253890275633,PKG000102,FDEG,2,A,FDEG
59.29253890275633,PKG000103,TLMD,2,A,2
59.29253890275633,PKG000104,TLMD,3,A,2
59.29253890275633,PKG000105,UPSN,3,A,UPSN
59.29253890275633,PKG000106,TLMD,3,A,2
59.29253890275633,PKG000107,TLMD,3,A,2
59.29253890275633,PKG000108,TLMD,3,A,2
59.29253890275633,PKG000109,USPS,3,A,USPS
59.29253890275633,PKG000110,TLMD,3,A,2
59.29253890275633,PKG000111,UPSN,3,A,UPSN
59.29253890275633,PKG000112,FDEG,3,A,FDEG
59.29253890275633,PKG000113,TLMD,3,A,3AB
59.29253890275633,PKG000114,TLMD,3,A,2
59.29253890275633,PKG000115,USPS,3,A,USPS
59.29253890275633,PKG000116,USPS,3,A,USPS
59.29253890275633,PKG000117,USPS,3,A,USPS
59.29253890275633,PKG000118,TLMD,3,A,1
59.29253890275633,PKG000119,UPSN,3,A,UPSN
59.29253890275633,PKG000120,TLMD,3,A,1
59.29253890275633,PKG000121,TLMD,3,A,2
59.29253890275633,PKG000122,USPS,3,A,USPS
59.29253890275633,PKG000123,TLMD,3,A,1
59.29253890275633,PKG000124,USPS,3,A,USPS
59.29253890275633,PKG000125,TLMD,3,A,2
59.29253890275633,PKG000126,FDEG,3,A,FDEG
59.29253890275633,PKG000127,USPS,3,A,USPS
59.29253890275633,PKG000128,UPSN,3,A,UPSN
59.29253890275633,PKG000129,UPSN,3,A,UPSN
59.29253890275633,PKG000130,USPS,3,A,USPS
59.29253890275633,PKG000131,TLMD,3,A,1
59.29253890275633,PKG000132,TLMD,3,A,1
59.29253890275633,PKG000133,USPS,3,A,USPS
59.29253890275633,PKG000134,USPS,3,A,USPS
59.29253890275633,PKG000135,USPS,3,A,USPS
59.29253890275633,PKG000136,TLMD,3,A,1
59.29253890275633,PKG000137,USPS,3,A,USPS
59.29253890275633,PKG000138,TLMD,3,A,1
59.29253890275633,PKG000139,USPS,3,A,USPS
59.29253890275633,PKG000140,UPSN,3,A,UPSN
59.29253890275633,PKG000141,UPSN,3,A,UPSN
59.29253890275633,PKG000142,TLMD,3,A,1
59.29253890275633,PKG000143,USPS,3,A,USPS
59.29253890275633,PKG000144,UPSN,3,A,UPSN
59.29253890275633,PKG000145,TLMD,3,A,1
59.29253890275633,PKG000146,USPS,4,A,USPS
59.29253890275633,PKG000147,USPS,4,A,USPS
59.29253890275633,PKG000148,USPS,4,A,USPS
59.29253890275633,PKG000149,TLMD,4,A,2
59.29253890275633,PKG000150,TLMD,4,A,1
59.29253890275633,PKG000151,TLMD,4,A,2
59.29253890275633,PKG000152,TLMD,4,A,1
59.29253890275633,PKG000153,TLMD,4,A,1
59.29253890275633,PKG000154,USPS,4,A,USPS
59.29253890275633,PKG000155,FDEG,4,A,FDEG
59.29253890275633,PKG000156,TLMD,4,A,1
59.29253890275633,PKG000157,TLMD,4,A,2
59.29253890275633,PKG000158,TLMD,4,A,2
59.29253890275633,PKG000159,TLMD,4,A,2
59.29253890275633,PKG000160,TLMD,4,A,2
59.29253890275633,PKG000161,TLMD,4,A,1
59.29253890275633,PKG000162,USPS,4,A,USPS
59.29253890275633,PKG000163,USPS,4,A,USPS
59.29253890275633,PKG000164,TLMD,4,A,1
59.29253890275633,PKG000165,TLMD,4,A,1
59.29253890275633,PKG000166,UPSN,4,A,UPSN
59.29253890275633,PKG000167,UPSN,4,A,UPSN
59.29253890275633,PKG000168,USPS,4,A,USPS
59.29253890275633,PKG000169,USPS,4,A,USPS
59.29253890275633,PKG000170,TLMD,4,A,1
59.29253890275633,PKG000171,USPS,4,A,USPS
59.29253890275633,PKG000172,TLMD,4,A,1
59.29253890275633,PKG000173,USPS,4,A,USPS
59.29253890275633,PKG000174,TLMD,4,A,2
59.29253890275633,PKG000175,UPSN,4,A,UPSN
59.29253890275633,PKG000176,TLMD,4,A,2
59.29253890275633,PKG000177,USPS,4,A,USPS
59.29253890275633,PKG000178,FDEG,4,A,FDEG
59.29253890275633,PKG000179,USPS,4,A,USPS
59.29253890275633,PKG000180,TLMD,4,A,2
59.29253890275633,PKG000181,USPS,4,A,USPS
59.29253890275633,PKG000182,TLMD,4,A,1
59.29253890275633,PKG000183,TLMD,4,A,1
59.29253890275633,PKG000184,TLMD,4,A,2
59.29253890275633,PKG000185,UPSN,4,A,UPSN
59.29253890275633,PKG000186,TLMD,4,A,1
59.29253890275633,PKG000187,TLMD,4,A,1
59.29253890275633,PKG000188,UPSN,4,A,UPSN
59.29253890275633,PKG000189,USPS,4,A,USPS
59.29253890275633,PKG000190,TLMD,4,A,1
59.29253890275633,PKG000191,USPS,4,A,USPS
59.29253890275633,PKG000192,TLMD,4,A,2
59.29253890275633,PKG000193,FDEG,4,A,FDEG
59.29253890275633,PKG000194,UPSN,4,A,UPSN
59.29253890275633,PKG000195,UPSN,4,A,UPSN
59.29253890275633,PKG000196,TLMD,4,A,2
109.20019718380655,PKG000197,TLMD,5,A,3AB
109.20019718380655,PKG000198,TLMD,5,A,2
109.20019718380655,PKG000199,UPSN,5,A,UPSN
109.20019718380655,PKG000200,TLMD,5,A,2
109.20019718380655,PKG000201,TLMD,5,A,1
109.20019718380655,PKG000202,UPSN,5,A,UPSN
109.20019718380655,PKG000203,TLMD,5,A,2
109.20019718380655,PKG000204,TLMD,5,A,1
109.20019718380655,PKG000205,TLMD,5,A,2
109.20019718380655,PKG000206,USPS,5,A,USPS
109.20019718380655,PKG000207,UPSN,5,A,UPSN
109.20019718380655,PKG000208,FDEG,5,A,FDEG
109.20019718380655,PKG000209,USPS,5,A,USPS
109.20019718380655,PKG000210,TLMD,5,A,1
109.20019718380655,PKG000211,USPS,5,A,USPS
109.20019718380655,PKG000212,UPSN,5,A,UPSN
109.20019718380655,PKG000213,TLMD,5,A,1
109.20019718380655,PKG000214,TLMD,5,A,1
109.20019718380655,PKG000215,USPS,5,A,USPS
109.20019718380655,PKG000216,USPS,5,A,USPS
109.20019718380655,PKG000217,FDEG,5,A,FDEG
109.20019718380655,PKG000218,USPS,5,A,USPS
109.20019718380655,PKG000219,UPSN,5,A,UPSN
109.20019718380655,PKG000220,UPSN,5,A,UPSN
109.20019718380655,PKG000221,UPSN,5,A,UPSN
109.20019718380655,PKG000222,TLMD,5,A,2
109.20019718380655,PKG000223,TLMD,5,A,1
109.20019718380655,PKG000224,TLMD,5,A,1
109.20019718380655,PKG000225,TLMD,5,A,2
109.20019718380655,PKG000226,TLMD,5,A,1
109.20019718380655,PKG000227,TLMD,5,A,2
109.20019718380655,PKG000228,FDE,5,A,FDE
109.20019718380655,PKG000229,TLMD,5,A,1
109.20019718380655,PKG000230,TLMD,5,A,1
109.20019718380655,PKG000231,USPS,5,A,USPS
109.20019718380655,PKG000232,TLMD,5,A,1
109.20019718380655,PKG000233,TLMD,5,A,1
109.20019718380655,PKG000234,TLMD,5,A,2
109.20019718380655,PKG000235,TLMD,5,A,3AB
109.20019718380655,PKG000236,TLMD,5,A,1
109.20019718380655,PKG000237,TLMD,5,A,1
109.20019718380655,PKG000238,TLMD,5,A,1
109.20019718380655,PKG000239,TLMD,5,A,2
109.20019718380655,PKG000240,FDEG,5,A,FDEG
109.20019718380655,PKG000241,TLMD,5,A,2
109.20019718380655,PKG000242,TLMD,5,A,3AB
109.20019718380655,PKG000243,USPS,5,A,USPS
109.20019718380655,PKG000244,TLMD,5,A,2
109.20019718380655,PKG000245,TLMD,5,A,3AB
109.20019718380655,PKG000246,TLMD,5,A,1
109.20019718380655,PKG000247,TLMD,5,A,1
109.20019718380655,PKG000248,FDEG,5,A,FDEG
109.20019718380655,PKG000249,TLMD,5,A,1
109.20019718380655,PKG000250,TLMD,5,A,2
109.20019718380655,PKG000251,FDEG,5,A,FDEG
109.20019718380655,PKG000252,TLMD,5,A,2
109.20019718380655,PKG000253,UPSN,5,A,UPSN
109.20019718380655,PKG000254,UPSN,5,A,UPSN
109.20019718380655,PKG000255,TLMD,5,A,1
109.20019718380655,PKG000256,UPSN,5,A,UPSN
109.20019718380655,PKG000257,TLMD,5,A,1
109.20019718380655,PKG000258,FDEG,5,A,FDEG
109.20019718380655,PKG000259,TLMD,5,A,2
109.20019718380655,PKG000260,UPSN,5,A,UPSN
109.20019718380655,PKG000261,TLMD,5,A,2
109.20019718380655,PKG000262,TLMD,5,A,1
109.20019718380655,PKG000263,TLMD,5,A,1
109.20019718380655,PKG000264,USPS,5,A,USPS
109.20019718380655,PKG000265,TLMD,5,A,2
109.20019718380655,PKG000266,TLMD,6,A,2
109.20019718380655,PKG000267,UPSN,6,A,UPSN
109.20019718380655,PKG000268,USPS,6,A,USPS
109.20019718380655,PKG000269,USPS,6,A,USPS
109.20019718380655,PKG000270,TLMD,6,A,1
109.20019718380655,PKG000271,UPSN,6,A,UPSN
109.20019718380655,PKG000272,TLMD,6,A,1
109.20019718380655,PKG000273,TLMD,6,A,2
109.20019718380655,PKG000274,TLMD,6,A,1
109.20019718380655,PKG000275,TLMD,6,A,1
109.20019718380655,PKG000276,USPS,6,A,USPS
109.20019718380655,PKG000277,UPSN,6,A,UPSN
109.20019718380655,PKG000278,FDEG,6,A,FDEG
109.20019718380655,PKG000279,USPS,6,A,USPS
109.20019718380655,PKG000280,TLMD,6,A,2
109.20019718380655,PKG000281,USPS,6,A,USPS
109.20019718380655,PKG000282,TLMD,6,A,1
109.20019718380655,PKG000283,TLMD,6,A,2
109.20019718380655,PKG000284,TLMD,6,A,1
109.20019718380655,PKG000285,FDEG,6,A,FDEG
109.20019718380655,PKG000286,TLMD,6,A,1
109.20019718380655,PKG000287,TLMD,6,A,1
109.20019718380655,PKG000288,TLMD,6,A,2
109.20019718380655,PKG000289,UPSN,6,A,UPSN
109.20019718380655,PKG000290,USPS,6,A,USPS
109.20019718380655,PKG000291,TLMD,6,A,2
109.20019718380655,PKG000292,TLMD,6,A,1
109.20019718380655,PKG000293,TLMD,6,A,1
109.20019718380655,PKG000294,TLMD,6,A,1
109.20019718380655,PKG000295,FDEG,6,A,FDEG
109.20019718380655,PKG000296,USPS,6,A,USPS
109.20019718380655,PKG000297,UPSN,6,A,UPSN
109.20019718380655,PKG000298,USPS,6,A,USPS
109.20019718380655,PKG000299,USPS,6,A,USPS
109.20019718380655,PKG000300,USPS,6,A,USPS
109.20019718380655,PKG000301,TLMD,6,A,1
109.20019718380655,PKG000302,USPS,6,A,USPS
109.20019718380655,PKG000303,UPSN,6,A,UPSN
109.20019718380655,PKG000304,TLMD,6,A,1
109.20019718380655,PKG000305,TLMD,6,A,1
109.20019718380655,PKG000306,UPSN,6,A,UPSN
109.20019718380655,PKG000307,UPSN,6,A,UPSN
109.20019718380655,PKG000308,UPSN,6,A,UPSN
109.20019718380655,PKG000309,USPS,6,A,USPS
109.20019718380655,PKG000310,TLMD,6,A,3AB
109.20019718380655,PKG000311,UPSN,6,A,UPSN
109.20019718380655,PKG000312,TLMD,6,A,1
109.20019718380655,PKG000313,TLMD,6,A,2
109.20019718380655,PKG000314,FDEG,6,A,FDEG
109.20019718380655,PKG000315,UPSN,6,A,UPSN
109.20019718380655,PKG000316,UPSN,6,A,UPSN
109.20019718380655,PKG000317,USPS,6,A,USPS
109.20019718380655,PKG000318,USPS,6,A,USPS
109.20019718380655,PKG000319,USPS,6,A,USPS
109.20019718380655,PKG000320,TLMD,6,A,1
109.20019718380655,PKG000321,TLMD,6,A,2
109.20019718380655,PKG000322,TLMD,6,A,1
109.20019718380655,PKG000323,UPSN,6,A,UPSN
109.20019718380655,PKG000324,TLMD,6,A,3AB
109.20019718380655,PKG000325,TLMD,6,A,1
109.20019718380655,PKG000326,USPS,6,A,USPS
109.20019718380655,PKG000327,UPSN,6,A,UPSN
109.20019718380655,PKG000328,TLMD,6,A,2
109.20019718380655,PKG000329,TLMD,7,A,1
