,Truck_1_Arrival,Truck_2_Arrival,Truck_3_Arrival,Truck_4_Arrival,Truck_5_Arrival,Truck_6_Arrival,Truck_7_Arrival,Truck_8_Arrival,Truck_9_Arrival,Truck_10_Arrival,Truck_11_Arrival,Truck_12_Arrival,Truck_13_Arrival,Truck_14_Arrival,Truck_15_Arrival,Truck_1_Volume,Truck_2_Volume,Truck_3_Volume,Truck_4_Volume,Truck_5_Volume,Truck_6_Volume,Truck_7_Volume,Truck_8_Volume,Truck_9_Volume,Truck_10_Volume,Truck_11_Volume,Truck_12_Volume,Truck_13_Volume,Truck_14_Volume,Truck_15_Volume
0,37.82171604868724,146.9030254839368,97.83048780577666,127.60917669245752,107.37752257023583,179.53318144673705,215.87468279231888,209.73719827957567,237.77775129662956,220.14593354689129,207.90073540137504,911.7657076460087,902.4942179441335,1014.9929751077277,909.6880536165174,480,614,757,330,587,612,332,531,705,518,258,289,342,81,188
1,53.99577944322573,185.098966984402,175.7489398303878,128.42335720592854,80.84049245504539,165.06222675871115,201.01059609647544,231.45672133445927,248.1901460954059,193.2502770451267,221.0268728466852,966.3440611123008,994.0633836065009,968.9032036986227,818.5177240872447,192,443,331,234,235,574,127,794,418,608,383,81,153,160,185
2,63.22866138609778,111.9956046683963,135.9261256465106,86.60549732275953,137.02013991982633,177.1057534923222,165.80711584336916,199.16882426484594,217.89749700307254,221.52697039302873,211.12892288538364,964.2096266091157,922.848615055591,999.5119397371284,993.7440622781362,401,378,882,362,538,261,165,669,842,563,533,124,261,228,122
3,45.70617282653451,55.37708956307815,135.24281980511842,113.32876699812472,148.85803536803166,132.56356843533223,186.9494510561012,224.15952027297269,222.08720270428628,232.5933192429862,230.10191244710342,931.2749484258393,933.5946685324334,985.5460104642083,905.8349456973423,379,523,735,263,673,840,211,370,688,810,453,148,241,126,165
4,56.25018339877647,102.17079455373312,103.92316363427966,147.11773595814742,106.34034857930415,151.70881889682443,139.5533227063858,239.49516874809626,191.601471872877,224.17468678312918,216.22848397348312,952.232371441012,910.4960549321405,993.1853475375633,912.6437977428641,368,594,1029,76,218,534,61,467,426,803,532,177,163,130,123
5,44.430144057662005,139.95681702800118,106.43459239622781,143.0014618532593,111.95496783370493,168.531198868503,170.6343874351703,224.0932186511143,240.64927778557097,230.9230887600559,196.6866204275826,958.3963689237863,908.2094504157924,967.8401238349002,930.1384107908035,690,396,482,408,180,813,731,501,169,744,503,114,205,172,20
6,84.97748400804537,87.69500047730685,110.03057736102805,142.1592543480777,154.52369140450247,177.1301228755969,168.73654442483198,236.61461445930541,220.31328262144328,252.96046178679342,217.57748099382152,944.8047407556746,934.4574972986986,981.8721542925902,939.9352463801844,563,556,478,77,850,652,250,596,338,809,521,108,158,84,29
7,93.40268070510312,131.78948623376897,121.09662407154602,150.902850889718,79.87950653877388,182.12581815837723,232.22638679570616,214.134979245895,211.29198000639028,263.5129231843898,191.33484364979796,931.1266135493549,902.5845165964597,948.4862510395559,783.7718184923085,555,299,750,625,660,513,237,482,848,774,372,168,263,135,84
8,37.47241653982887,137.51147584262108,142.41068820181508,120.5244341844142,37.79922708688012,164.84239787329648,154.41954243245715,235.77289104454533,191.48434289852725,224.04931054815606,244.57032103841323,918.7940885168039,956.0647142887566,999.7119637344717,888.6553384618081,394,303,380,272,543,847,164,520,671,913,234,38,169,0,137
9,29.01378892506662,104.11154690288839,71.57574856703945,157.69760833158423,118.44039401779544,159.02134494784278,151.16471755549156,222.90511981391103,215.7930702297197,248.0658599705569,221.13808779022386,981.3714958613994,851.0835952581706,928.7993815252267,908.9005833114278,299,602,808,132,93,717,298,371,188,892,156,78,142,106,156
