,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,LINEHAUL_TFC_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PALLETS_1,PASSED_OVER_PALLETS_2,PASSED_OVER_PALLETS_3,PASSED_OVER_PACKAGES_TLMD
0,8300,5743,2557,2872,2010,476,861,5743,2774,1995,708,19,15,5,580,395,143,693,520,175,8,4,0,1474,1061,385,2823,401.3123793,1004.753764,360,598.0937316,783.7357891,831.4434592,1048.004734,385.9736984,380.7708833,385.9816615,337.6918235,90,23,1,28,1,[],[],[],1
1,8300,5731,2569,2866,2006,535,860,5731,2929,2406,538,470,357,73,459,376,77,370,323,64,0,0,0,1630,1350,324,2427,434.271299,993.9576952,360,654.9551802,856.6778961,910.3156211,1029.869528,422.6116262,422.4732604,422.7039912,0,90,19,18,16,0,[],[],[],1
2,8300,5876,2424,2938,2057,559,881,5876,3578,2023,563,642,397,104,454,239,81,298,151,55,0,2,1,2184,1234,322,2136,419.3253958,1035.020673,360,620.3517332,812.9432207,868.4973085,1076.575439,417.7352147,948.8380219,415.7386559,313.2865769,92,16,23,11,1,[],[],[],1
3,8300,4911,3389,2456,1719,415,737,,3182,1911,761,274,167,72,264,162,63,1276,789,305,8,9,0,1360,784,321,2446,494.1063064,1021.495718,360,691.0803937,863.5705021,1062.603093,,481.0962947,481.2007996,481.8734947,473.8075983,77,10,11,48,1,[],[],"[<Dual_sim_SC_Change_1_variability_tuned_combined.TLMD_Pallet object at 0x0000026485FAFD50>, <Dual_sim_SC_Change_1_variability_tuned_combined.TLMD_Pallet object at 0x0000026485FAC390>, <Dual_sim_SC_Change_1_variability_tuned_combined.TLMD_Pallet object at 0x0000026485FAEF90>, <Dual_sim_SC_Change_1_variability_tuned_combined.TLMD_Pallet object at 0x00000264866D4310>]",282
4,8300,4782,3518,2391,1674,348,717,4782,3569,3020,695,586,494,116,825,700,157,292,289,53,3,3,0,1863,1534,369,1016,506.6172062,1074.948545,360,688.6019136,855.8783001,1075.152831,1118.38785,510.9685138,510.3121936,508.9936622,475.4978182,75,34,24,13,1,[],[],[],1
5,8300,4992,3308,2496,1747,318,749,4992,2903,2328,933,697,626,239,479,326,148,387,289,115,2,0,0,1338,1087,431,2136,452.4314851,966.2836397,360,632.6305817,798.3486955,989.0456681,1032.396162,442.825406,443.8879521,443.6235418,160.4026226,78,20,32,16,1,[],[],[],1
6,8300,5252,3048,2626,1838,404,788,,2775,2322,724,607,549,146,452,344,86,396,352,106,6,2,2,1314,1075,384,2479,492.6393798,997.2303929,360,707.4656494,892.0291324,1038.343234,,486.4926699,897.6680657,485.9962732,404.1393465,83,18,27,18,1,[],[],"[<Dual_sim_SC_Change_1_variability_tuned_combined.TLMD_Pallet object at 0x000002648A469890>, <Dual_sim_SC_Change_1_variability_tuned_combined.TLMD_Pallet object at 0x000002648A469250>, <Dual_sim_SC_Change_1_variability_tuned_combined.TLMD_Pallet object at 0x000002648A469050>, <Dual_sim_SC_Change_1_variability_tuned_combined.TLMD_Pallet object at 0x000002648A468CD0>]",319
7,8300,5856,2444,2928,2050,482,878,5856,2182,2006,775,517,445,166,260,234,92,310,287,116,5,7,5,1090,1033,396,3337,394.4968772,1071.059243,360,594.0832884,779.9412673,828.5260778,1118.255612,353.6033577,976.271074,355.377636,354.541939,92,12,23,15,1,[],[],[],1
8,8300,4944,3356,2472,1730,528,742,,2589,2215,578,341,310,72,608,507,146,672,548,145,1,5,1,967,845,214,2918,503.341387,979.0521402,360,699.6415328,874.3529873,1023.811236,,891.4417163,494.632628,493.5122184,445.2814652,78,26,15,28,1,[],[],[<Dual_sim_SC_Change_1_variability_tuned_combined.TLMD_Pallet object at 0x000002648DACC910>],84
9,8300,5406,2894,2703,1892,431,811,5406,3284,2953,646,316,310,71,464,397,88,601,537,107,1,2,0,1902,1707,380,1417,433.0485484,1023.191115,360,623.8450263,802.3720549,845.6834934,1066.691227,430.8630123,431.3915246,431.6455529,388.1518274,85,19,14,25,1,[],[],[],1
