,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,LINEHAUL_TFC_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PALLETS_1,PASSED_OVER_PALLETS_2,PASSED_OVER_PALLETS_3,PASSED_OVER_PACKAGES_TLMD
0,8300,5743,2557,2872,2010,476,861,5743,2774,1995,708,19,15,5,580,395,143,693,520,175,8,4,0,1474,1061,385,2823,400.4693573,,360,595.5335542,767.993354,815.7356054,1020.597501,390.7378607,372.315738,390.9084674,334.8619214,90,23,1,28,1,[],[],[],1
1,8300,5731,2569,2866,2006,535,860,5731,2929,2406,538,470,357,73,459,376,77,370,323,64,0,0,0,1630,1350,324,2427,431.5736722,,360,636.9293623,820.4742085,874.3721838,1018.40186,418.7530496,420.0580731,418.8195527,0,90,19,18,16,0,[],[],[],1
2,8300,5876,2424,2938,2057,559,881,5876,3578,2023,563,642,397,104,454,239,81,298,151,55,0,2,1,2184,1234,322,2136,410.1662386,,360,614.3458731,812.112002,867.5169809,1042.930699,408.3232274,1046.093288,408.6216843,317.206058,92,16,23,11,1,[],[],[],1
3,8300,4911,3389,2456,1719,415,737,,3182,1911,761,274,167,72,264,162,63,1276,789,305,8,9,0,1360,784,321,2446,497.193587,,360,695.688208,867.9591333,909.630918,,484.9917215,485.3055331,485.2585149,483.0319497,77,10,11,48,1,[],[],[],261
4,8300,4782,3518,2391,1674,348,717,4782,3569,3020,695,586,494,116,825,700,157,292,289,53,3,3,0,1863,1534,369,1016,504.6348493,,360,698.7590118,866.5604865,900.8306047,1097.09398,506.936479,506.6105466,505.9905475,465.6532165,75,34,24,13,1,[],[],[],1
5,8300,4992,3308,2496,1747,318,749,4992,2903,2328,933,697,626,239,479,326,148,387,289,115,2,0,0,1338,1087,431,2136,457.4221601,,360,633.0257672,789.5057146,821.6751306,979.7979387,447.4497784,447.1428879,448.0926172,165.6256962,78,20,32,16,1,[],[],[],1
6,8300,5252,3048,2626,1838,404,788,,2775,2322,724,607,549,146,452,344,86,396,352,106,6,2,2,1314,1075,384,2479,494.1724097,,360,686.4081691,867.1957704,908.1378606,,487.6065014,,486.9505777,398.8195804,83,18,,18,1,[],[],[],368
7,8300,5856,2444,2928,2050,482,878,5856,2182,2006,775,517,445,166,260,234,92,310,287,116,5,7,5,1090,1033,396,3337,394.8217702,,360,593.8050626,781.5906765,829.9356601,1045.161065,360.3403874,1049.076442,357.7836449,343.7008107,92,12,23,15,1,[],[],[],1
8,8300,4944,3356,2472,1730,528,742,4944,2589,2215,578,341,310,72,608,507,146,672,548,145,1,5,1,967,845,214,2918,500.6295365,,360,680.0575922,852.5120471,905.769415,989.4435374,489.4592842,489.5911556,992.3512656,447.0443515,78,26,15,28,1,[],[],[],1
9,8300,5406,2894,2703,1892,431,811,5406,3284,2953,646,316,310,71,464,397,88,601,537,107,1,2,0,1902,1707,380,1417,429.0060878,,360,621.887309,794.6859914,837.6352742,1034.557627,427.9774314,427.683132,427.7844906,366.5136867,85,19,14,25,1,[],[],[],1
10,8300,5321,2979,2660,1862,400,798,5321,3108,2341,782,731,563,188,230,174,73,524,364,122,4,6,0,1619,1234,399,2069,434.6254109,,360,622.490416,785.348294,825.5205314,1011.836074,426.0277395,426.0967366,425.9012744,407.1580723,83,10,30,21,1,[],[],[],1
11,8300,5390,2910,2695,1886,475,808,5390,3212,2364,642,688,536,141,353,239,76,444,334,91,4,4,0,1723,1251,334,2082,420.6506424,,360,606.8004986,776.2849144,822.0674965,993.1887592,412.5119379,412.8473686,412.1304812,382.7362657,85,14,28,18,1,[],[],[],1
