,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,LINEHAUL_TFC_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PALLETS_1,PASSED_OVER_PALLETS_2,PASSED_OVER_PALLETS_3,PASSED_OVER_PACKAGES_TLMD
0,8300,5700,2600,2850,1995,368,855,5700.0,2528,2042,919,404,320,143,334,280,130,466,359,159,1,4,0,1323,1079,487,2811,397.7372541990183,,360.0,596.2277266551793,769.2244306406914,808.2714383135843,1040.8080877744392,381.4797941408364,381.49567914121957,382.1060321485726,350.8771004311841,89,15.0,18.0,20,1,[],[],[],1
1,8300,6003,2297,3002,2101,495,900,6003.0,3248,1921,680,489,333,123,497,292,104,258,152,48,1,0,0,2003,1144,405,2451,385.38658261938036,,360.0,593.820392350999,776.9133951223491,826.5573350441566,995.7089230037931,321.0181152479029,321.26678090643765,320.8340465131193,191.45056992308244,94,18.0,19.0,10,1,[],[],[],1
2,8300,5720,2580,2860,2002,546,858,5720.0,3178,2259,558,471,335,76,351,270,67,546,352,102,6,3,1,1804,1299,312,2305,423.86203710144594,,360.0,651.1633103634554,851.0000291802139,906.2637967179236,1008.8991539345218,1012.350444292831,417.9974864541928,418.0419056369101,404.0988994875753,89,14.0,18.0,20,1,[],[],[],1
3,8300,5892,2408,2946,2062,578,884,,3010,2627,506,439,390,77,210,204,32,490,460,91,7,8,0,1864,1565,306,2157,404.5945411788925,,360.0,608.4492112237338,797.2805603558195,987.4492264752394,,395.4397587117214,396.54429739914957,395.93067831352886,372.2327670404026,92,9.0,19.0,21,1,[],[],[],180
4,8300,5871,2429,2936,2055,546,881,5871.0,3187,1776,589,535,301,105,329,186,61,527,292,85,3,1,4,1793,996,334,2748,407.85510896855635,,360.0,615.7449413662058,815.8867705246957,870.7282068165845,1006.1997616100897,1010.046194117958,397.6873157314843,398.0698570581144,346.0840939613656,92,12.0,19.0,19,1,[],[],[],1
5,8300,4442,3858,2221,1555,358,666,4442.0,3143,2901,729,871,834,205,398,364,91,518,444,125,4,4,0,1352,1255,308,1527,520.4344618300609,,360.0,686.4138220612945,842.6378156148386,878.8084502734404,1019.6535089531551,517.1434487327408,517.9824909252268,515.8200568894276,502.3807114336598,70,18.0,39.0,22,1,[],[],[],1
6,8300,5846,2454,2923,2046,320,877,5846.0,4347,2138,813,722,356,108,435,212,83,306,164,64,3,0,1,2881,1406,557,1002,453.5334122108661,,360.0,676.9715497675452,881.6844539802452,912.9719779535344,1048.1677609647925,464.0217835601941,1052.6454057746953,463.92564430722734,250.16463324761904,91,15.0,24.0,11,1,[],[],[],1
7,8300,5545,2755,2772,1941,409,832,5545.0,2848,2182,783,540,373,129,152,122,39,690,517,192,0,1,0,1466,1169,423,2487,414.364157576634,,360.0,607.4508499766762,790.2217159369776,831.5753968991876,1039.328859145195,400.325113998273,400.5657868816315,400.5765072937282,397.0014736489599,86,7.0,21.0,28,1,[],[],[],1
8,8300,5675,2625,2838,1986,483,851,5675.0,2528,2341,657,591,543,146,136,117,27,478,457,116,8,6,0,1315,1218,368,2774,432.9598242964537,,360.0,639.2572852495865,819.3041524312736,867.2410521932026,1057.7072738404834,416.48274517700696,418.053835268349,416.17863856153633,389.1641608517786,89,6.0,26.0,22,1,[],[],[],1
9,8300,4329,3971,2164,1515,387,649,4329.0,2778,2609,736,203,204,71,505,419,125,1101,1063,277,2,1,0,967,922,263,2177,558.9391143878144,,360.0,743.9973308623522,897.200447162635,935.4324139452522,1056.1510730678583,549.317707903968,547.8294055258558,549.6947749648042,369.981933812894,68,21.0,10.0,49,1,[],[],[],1
10,8300,5660,2640,2830,1981,536,849,,3165,2088,607,840,548,176,81,62,13,470,333,103,5,7,2,1769,1138,313,2440,432.3907424928773,,360.0,630.810738772145,827.6275516552217,953.3435074364817,,418.49860435367526,,437.4270529307099,389.7084792966244,89,4.0,,19,1,[],[],[],174
11,8300,5967,2333,2984,2088,646,895,5967.0,2887,2637,422,276,251,42,327,280,54,521,501,76,1,3,1,1762,1602,249,2354,387.27071779648253,,360.0,592.7713837031605,771.0675291993377,835.6284696691231,1014.4900303371559,382.33499202938026,379.3649624379452,1017.0793722551817,359.9458370681804,93,14.0,12.0,22,1,[],[],[],1
12,8300,4899,3401,2450,1715,269,735,4899.0,3185,2868,946,709,608,205,390,351,121,459,400,155,3,0,0,1624,1509,465,1301,480.8560308210979,,360.0,658.66332081723,827.8663623061434,855.8934546511206,1022.5438702390294,481.1916537347919,480.48489847138836,481.1560207905689,226.0194055201851,77,18.0,31.0,21,1,[],[],[],1
13,8300,5165,3135,2582,1808,230,775,5165.0,3216,2964,990,567,526,168,467,417,148,331,356,128,13,13,1,1838,1652,545,1130,437.83416613125326,,360.0,617.1027027806166,785.8263079493378,808.7930138729938,1045.340761305525,444.4987569322255,443.85928630691103,1048.349609594256,428.3017118264925,80,21.0,26.0,17,1,[],[],[],1
14,8300,5062,3238,2531,1772,399,759,5062.0,3679,2093,711,781,405,149,567,319,99,513,290,101,11,1,2,1807,1078,360,1817,450.99523189252466,,360.0,631.8652062569473,799.8109593782426,839.4870604582034,1012.0439066823672,1014.0424671756982,448.3408473285937,447.34308114708415,436.56404318043184,79,20.0,27.0,19,1,[],[],[],1
