,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,LINEHAUL_TFC_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PALLETS_1,PASSED_OVER_PALLETS_2,PASSED_OVER_PALLETS_3,PASSED_OVER_PACKAGES_TLMD
0,8300,5700,2600,2850,1995,368,855,5700.0,2528,2042,919,404,320,143,334,280,130,466,359,159,1,4,0,1323,1079,487,2811,398.4924148216401,1028.4097440044177,360.0,600.5151267176734,789.0488260826048,827.673726198004,1082.545235455798,382.2040424239002,381.63031759624454,382.2673151727778,346.71226140682114,89,15,18,20,1,[],[],[],1
1,8300,6003,2297,3002,2101,495,900,6003.0,3248,1921,680,489,333,123,497,292,104,258,152,48,1,0,0,2003,1144,405,2451,385.488270704467,980.794421957859,360.0,595.8691392922902,790.0651347148915,840.7299768922248,1029.4341765750178,326.53151043876085,326.8898199778732,326.6346306593853,180.95535427278043,94,18,19,10,1,[],[],[],1
2,8300,5720,2580,2860,2002,546,858,5720.0,3178,2259,558,471,335,76,351,270,67,546,352,102,6,3,1,1804,1299,312,2305,425.24935685231503,982.5910002990075,360.0,636.7881665252535,827.0820047222627,882.9906014340122,1020.8857798510503,911.3773905878224,418.28985726806053,418.60872622693046,404.9159750276596,89,14,18,20,1,[],[],[],1
3,8300,5892,2408,2946,2062,578,884,,3010,2627,506,439,390,77,210,204,32,490,460,91,7,8,0,1864,1565,306,2157,408.6589735674016,1016.8312469142451,360.0,616.0851633305148,810.8411410219445,1075.5177464369906,,397.4828300450411,399.065551944958,398.0275834467523,385.4525007169434,92,9,19,21,1,[],[],"[<Dual_sim_SC_Change_1_variability_tuned_combined.TLMD_Pallet object at 0x000002648FC77F10>, <Dual_sim_SC_Change_1_variability_tuned_combined.TLMD_Pallet object at 0x00000264902B0590>]",176
4,8300,5871,2429,2936,2055,546,881,5871.0,3187,1776,589,535,301,105,329,186,61,527,292,85,3,1,4,1793,996,334,2748,411.54646572189716,1000.7993469257376,360.0,617.0267797552233,814.9796107240982,870.0615832998626,1041.5970100692903,404.09007999030445,918.9734293539645,404.6348945808759,347.1824239253441,92,12,19,19,1,[],[],[],1
5,8300,4442,3858,2221,1555,358,666,4442.0,3143,2901,729,871,834,205,398,364,91,518,444,125,4,4,0,1352,1255,308,1527,525.9230240936666,1004.1454191887487,360.0,713.1407200540243,872.5267102022594,907.3623044345948,1038.0939201425285,522.0731425035814,525.0643338232505,524.4472874588614,517.9215019209629,70,18,39,22,1,[],[],[],1
6,8300,5846,2454,2923,2046,320,877,5846.0,4347,2138,813,722,356,108,435,212,83,306,164,64,3,0,1,2881,1406,557,1002,459.5100612533788,1025.5622920564817,360.0,685.9233812597729,891.0933232236883,924.6230692791871,1085.7058452910787,469.5607294445839,961.5038213488039,469.591628409541,244.19303328681357,91,15,24,11,1,[],[],[],1
7,8300,5545,2755,2772,1941,409,832,5545.0,2848,2182,783,540,373,129,152,122,39,690,517,192,0,1,0,1466,1169,423,2487,419.2850009960929,1017.6757157332299,360.0,624.6765836958232,806.5364850793371,847.3578182117718,1067.5156914872302,406.60605234085443,407.1635098790723,406.8504327107857,398.76235535015866,86,7,21,28,1,[],[],[],1
8,8300,5675,2625,2838,1986,483,851,5675.0,2528,2341,657,591,543,146,136,117,27,478,457,116,8,6,0,1315,1218,368,2774,432.23908015716796,1035.0702888245164,360.0,647.3299444888476,846.1627198845446,1069.37479835331,1105.9154805867113,416.2223073455583,416.36868492893274,416.67626640271936,391.60922784570863,89,6,26,22,1,[],[],[],1
9,8300,4329,3971,2164,1515,387,649,4329.0,2778,2609,736,203,204,71,505,419,125,1101,1063,277,2,1,0,967,922,263,2177,561.8182003275673,1047.2021372521858,360.0,772.5565153687284,927.1822734728709,1086.0433129826474,1112.9876988128601,551.9639123700869,550.1303717455811,551.9561280318532,370.80464590572467,68,21,10,49,1,[],[],[],1
