,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,LINEHAUL_TFC_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PALLETS_1,PASSED_OVER_PALLETS_2,PASSED_OVER_PALLETS_3,PASSED_OVER_PACKAGES_TLMD
0,8300,5700,2600,2850,1995,368,855,5700.0,2528,2042,919,404,320,143,334,280,130,466,359,159,1,4,0,1323,1079,487,2811,398.4397884636634,,360.0,593.0523595071907,773.7707164628941,810.1353237026116,1039.7958638419227,382.3028060253317,382.2485426791193,382.648387820618,353.70186930575414,89,15,18.0,20.0,1,[],[],[],1
1,8300,6003,2297,3002,2101,495,900,6003.0,3248,1921,680,489,333,123,497,292,104,258,152,48,1,0,0,2003,1144,405,2451,385.5597520279009,,360.0,589.2131385407555,785.8384984323756,834.3767706843378,992.200691857674,325.4557707939684,325.5661991153925,325.31747341872165,189.64902848733252,94,18,19.0,10.0,1,[],[],[],1
2,8300,5720,2580,2860,2002,546,858,5720.0,3178,2259,558,471,335,76,351,270,67,546,352,102,6,3,1,1804,1299,312,2305,431.06252872845096,,360.0,632.9719564377963,824.7555503375478,879.8864621563409,1012.1072745033271,1015.6646402581023,422.98044672130885,423.2388923263522,413.71997129215185,89,14,18.0,20.0,1,[],[],[],1
3,8300,5892,2408,2946,2062,578,884,,3010,2627,506,439,390,77,210,204,32,490,460,91,7,8,0,1864,1565,306,2157,402.53651482042284,,360.0,607.8582138143523,796.1564328086596,982.1616010980022,,391.58636841687235,393.7931223983503,394.6597976179717,372.26422907978537,92,9,19.0,21.0,1,[],[],[],180
4,8300,5871,2429,2936,2055,546,881,5871.0,3187,1776,589,535,301,105,329,186,61,527,292,85,3,1,4,1793,996,334,2748,393.3770307930115,,360.0,595.93642848468,782.2916557213694,838.4530298289526,999.3867955817518,381.80914702437417,382.0830342100379,1001.9893153902846,371.4708452425323,92,12,19.0,19.0,1,[],[],[],1
5,8300,4442,3858,2221,1555,358,666,4442.0,3143,2901,729,871,834,205,398,364,91,518,444,125,4,4,0,1352,1255,308,1527,518.1622588024075,,360.0,703.7458923037939,856.9204484898471,893.7680460801844,1013.8117295603706,514.2918039809479,515.4639210418419,512.9372993620698,493.96808839593746,70,18,39.0,22.0,1,[],[],[],1
6,8300,5846,2454,2923,2046,320,877,5846.0,4347,2138,813,722,356,108,435,212,83,306,164,64,3,0,1,2881,1406,557,1002,455.50310961593357,,360.0,672.0299471050745,873.7525511789984,907.0496829986224,1058.9067430337432,463.14768224766453,1061.9158284349505,462.7205373553473,255.60843204585876,91,15,24.0,11.0,1,[],[],[],1
7,8300,5545,2755,2772,1941,409,832,5545.0,2848,2182,783,540,373,129,152,122,39,690,517,192,0,1,0,1466,1169,423,2487,411.4599373211301,,360.0,610.4466363697898,782.8919983998398,824.3583567994007,1031.2383149209088,397.8342596333996,399.8420170826043,398.9887150093521,355.1798247514934,86,7,21.0,28.0,1,[],[],[],1
8,8300,5675,2625,2838,1986,483,851,5675.0,2528,2341,657,591,543,146,136,117,27,478,457,116,8,6,0,1315,1218,368,2774,437.1084269624067,,360.0,645.5868598725451,843.62035912295,890.4349179502027,1054.1204287736582,420.69643920027687,420.7853091981179,421.96841445251926,416.26017295203,89,6,26.0,22.0,1,[],[],[],1
9,8300,4329,3971,2164,1515,387,649,4329.0,2778,2609,736,203,204,71,505,419,125,1101,1063,277,2,1,0,967,922,263,2177,553.7475755678831,,360.0,760.0416046439029,915.2367515245313,954.445406596912,1056.7164404533337,543.3823183253527,544.4289436174266,544.700522411284,384.0272136849734,68,21,10.0,49.0,1,[],[],[],1
