,Truck_1_Arrival,Truck_2_Arrival,Truck_3_Arrival,Truck_4_Arrival,Truck_5_Arrival,Truck_6_Arrival,Truck_7_Arrival,Truck_8_Arrival,Truck_9_Arrival,Truck_10_Arrival,Truck_11_Arrival,Truck_12_Arrival,Truck_13_Arrival,Truck_14_Arrival,Truck_15_Arrival,Truck_1_Volume,Truck_2_Volume,Truck_3_Volume,Truck_4_Volume,Truck_5_Volume,Truck_6_Volume,Truck_7_Volume,Truck_8_Volume,Truck_9_Volume,Truck_10_Volume,Truck_11_Volume,Truck_12_Volume,Truck_13_Volume,Truck_14_Volume,Truck_15_Volume
0,67.10643435374709,87.25303995483665,155.29268143651524,123.8351797167758,121.6212007860567,167.96410713978003,150.13217835803582,234.21508708219886,235.3822533209523,240.30315072674702,204.37329933248188,946.5283065485295,952.910290480847,959.0513784064524,949.6118312630937,465,392,725,117,144,685,12,381,566,781,302,184,355,221,159
1,45.67926067318011,113.31183853546065,59.45879803415373,114.75959022543346,125.7286856340437,123.61122714093644,183.6590395719679,225.4063111708823,225.50116824238216,206.4110492470529,248.3427367942532,943.1713615683562,922.4736860476544,970.9676886408951,897.3136827277752,427,643,817,225,488,648,287,581,0,657,396,126,266,104,184
2,95.24350691176917,114.860745729359,114.72202425591242,134.64714387146932,121.9716985482628,184.36248729847054,171.7882846518606,220.801136108212,212.0969524539833,230.43156133457626,228.7147251079028,947.2436719492013,966.677339989981,962.2231460729124,891.0376270821469,497,705,754,384,268,570,24,617,764,507,347,210,179,26,143
3,87.85769136695062,115.64279627373527,135.79738530812523,102.05253848635562,93.1718165976106,157.56275681169907,224.76658494265024,227.35296760200896,185.31986904654252,231.54089957088664,205.5613627202889,958.1174402956234,1003.7321101555243,966.3869507972944,756.9404868065648,248,554,543,383,509,773,226,732,634,641,394,149,177,118,62
4,81.86715555870583,84.27339804411905,92.37677102497356,151.32591887036222,162.84208205915422,181.61881674392055,162.67583015943933,208.74551165051906,206.2589936201803,274.3719028568161,158.54217491137712,957.6844142302962,908.6033041453235,958.8294753551746,944.7331557780194,558,676,752,122,125,954,67,281,370,884,174,133,153,140,163
5,50.14525254745648,86.38687387821284,116.39257581617906,147.93747571234766,99.5848004775836,184.0526427483384,176.71326679611818,203.25737323668667,256.1793159396233,266.0168488918336,231.24649171405073,935.736170378656,953.8023374297122,976.9305290716161,967.06183225862,823,530,523,609,295,363,0,514,1066,936,385,150,182,228,169
6,86.34906887501853,125.00401980503361,128.36140266084718,147.68794914977835,138.00945942618597,194.92857260277069,136.9425998110209,227.54825634639627,261.08438292467304,238.99388654788365,262.70321993750645,979.4773362790787,978.7691388643697,944.3819731713666,944.8642507815176,779,468,738,377,843,1142,270,372,445,830,221,214,390,139,70
7,43.37958780933481,98.36033915427404,124.3116386291854,79.91055287005001,149.22099169327566,176.10848187783765,150.03082846022522,217.12040388152747,203.8826907477336,235.5605419741689,183.33361570894294,928.6499113536244,957.4270580082934,1008.7659031811384,867.1239685924702,135,402,630,343,476,862,238,576,325,603,440,270,154,175,184
8,66.60185546073428,140.47766867427862,124.4835917691573,166.27189148565952,100.29625891000941,177.72707634319733,180.51143505166718,205.59176077360985,235.38338304337026,254.69311318029392,308.0480163769569,930.3219348037964,992.0329993085219,1006.544792228501,862.9005767214315,315,253,758,388,41,773,131,501,849,458,402,88,316,176,77
9,70.21524288275931,71.94306311698034,158.50611750835236,119.02286749367849,89.46098677303343,171.8942655959716,217.8895867865145,213.69348705606322,230.2773028618391,297.05077158666893,237.42516206895135,977.2398268877049,1031.3603181094838,1014.281541621872,915.5417552804237,518,596,536,0,683,445,400,406,554,899,350,166,338,60,172
10,43.24993506622615,131.76019874677854,116.32475407226589,137.6593951007756,135.06067390564857,176.11954915926066,141.68118232007924,223.6832900917803,216.62302010551497,187.71942438005874,277.1079670554607,973.9162592337183,931.470611961084,1004.9427205971392,814.5359580433703,443,371,692,373,782,504,146,638,59,743,502,108,258,140,101
11,48.17004741242627,107.78582126420795,104.47760541942039,97.67156410916085,89.91277719150904,161.5817661746737,212.28554748259094,246.48943218503683,187.78247860875592,254.25319594945415,207.29749702804153,937.5683392939014,993.6088256112118,990.0481121637223,949.3875341585416,264,493,841,358,265,666,318,465,755,870,229,108,142,0,172
12,53.116010756497545,70.02023563422047,113.31820489140631,123.52274430071127,125.93788255746611,149.86164238569114,193.88379193518537,239.26694237144466,226.63615662232002,272.9819954788379,205.93342807818834,916.4078546241635,940.3154482926302,968.3562735676477,937.9937520724101,237,291,611,275,964,807,447,649,594,667,511,182,464,157,143
13,89.94275493855692,92.89185085100513,68.25090452561551,133.64501708845958,97.40029941700558,188.15482066360124,182.5084045217215,225.81635066684643,217.47307571064243,211.38932597235802,216.64224575346543,980.8469071942516,952.2018685790687,966.9118807833895,901.9863053848795,497,447,608,412,677,575,422,679,734,703,426,257,379,204,150
14,38.14265444372445,88.90670547597536,104.49925529884632,98.42750465600142,91.39698601774084,142.73236233055312,187.36716997502432,213.16585292961264,221.9525993831397,220.772797518494,241.82003475226415,946.7134540616686,902.449995295092,987.0124326607838,837.8211754673262,544,677,495,477,672,814,179,455,578,615,266,176,333,130,72
15,81.77288090921486,110.67695302729999,120.48332496268621,103.91020523332384,79.06970270574088,157.47686592932396,229.34087917992906,213.83879608016576,203.64762797788555,236.00116248042187,295.0890461272126,918.30323452185,878.1329196221752,957.8081592278594,900.75232593478,477,747,713,165,597,836,0,557,783,632,388,129,202,101,129
16,67.85013130930625,98.88367894274401,98.64733638259028,139.65008264194012,156.18882403514831,166.48662534516913,199.35187367976818,217.34871813121674,227.16200039051645,215.86868528554993,227.09559851614034,983.0572011797675,846.2978411618257,973.6610296322115,964.1017647444239,628,508,720,200,778,700,318,546,735,969,227,209,212,180,79
17,31.26831194007751,124.13915889223924,121.5162496325598,112.66831693543641,79.57628146185256,189.40005334226865,167.10054882030298,206.6152465112844,212.22303344527444,219.30200744626944,222.31422325685304,958.3512705223949,950.1993441082531,966.6272328297607,916.0709140142711,136,461,360,181,196,588,0,350,412,508,371,147,195,207,116
18,95.91260764840617,98.0684237072584,116.84607475207629,129.44166452542828,121.06282712091661,182.09483579191834,192.1784691739,211.98602905166248,216.31472439921882,198.7770531753377,196.42048281533926,947.2216315127278,877.0811719931705,933.664826296527,900.3598974167395,371,196,851,368,624,812,254,478,448,762,322,58,294,76,166
19,72.59439595318663,128.40750321774618,120.02291778653675,108.60141523998337,126.78169573663469,196.3887875370203,210.7628693325603,218.7417913663057,222.92015687799957,254.80840616590964,184.24162452090508,961.6519152569352,885.8660173104903,996.0150424698581,899.2368858275233,295,504,529,300,816,704,101,551,794,793,472,89,238,75,207
20,90.8689360341753,80.80225915750117,111.23387773359742,184.64556474638772,103.54629080794743,140.21614045703222,194.03481510616638,216.0683389250736,289.16926976055026,239.69074407430568,208.11153843460227,957.8025539196877,993.2391725066702,992.5316262239951,940.5496802153041,599,593,463,355,528,616,223,688,647,529,306,125,52,125,163
21,82.52264616212712,91.18845237231488,125.30814837357526,135.1172862142924,121.62074397307534,148.60384000604418,193.55298249001078,220.28679166038643,215.06163927257634,231.9885926324352,187.4704635655553,995.1351198042233,937.5679339785777,970.0992609632804,909.8265154197231,563,554,859,437,360,941,384,506,471,793,478,258,336,117,171
22,88.63077843637944,118.71056239490328,149.60472629639102,139.52858634679583,133.4411768454553,191.7093251813346,160.93054220965968,260.9797965997375,186.366671067399,256.29498801304095,243.54880695660307,972.7135480653338,857.3189495082897,999.3771773073656,952.9554387805765,256,679,512,260,320,674,152,630,1015,862,257,94,314,36,66
23,110.08965652029278,124.31893572715062,144.4859682120112,134.4640499101244,144.88814935750077,184.35038091514522,191.96935745267604,232.9388844349905,227.58250690627713,233.4447742140641,203.63784610127507,923.1465728658414,957.0405320854281,980.348158063247,908.476625035919,752,553,626,473,487,572,282,640,454,818,299,292,478,103,100
24,78.287060154122,99.53130992792495,127.44749893344841,116.05590331413687,131.47106116292989,159.26176034373702,203.94721860347582,233.5021261748275,250.23534646118108,276.15287955938055,194.84965007413476,973.3249891762582,936.5114827423134,953.2980457487882,821.9074476797292,434,444,879,470,458,548,332,647,677,772,463,123,174,230,144
25,28.39757722577187,156.61480915217308,113.61896700509416,107.2011402978852,89.70787331792863,149.2482919638218,154.92953211939857,183.73855183908108,227.88330068069243,241.31946137231145,200.50719624895532,951.9429515286325,949.3079722480595,992.3586118019603,941.7499666465641,219,712,792,135,191,576,1,651,775,560,362,156,294,247,188
26,76.96019211329872,171.40368360008995,143.43149340180747,130.41569890614755,137.6420486531277,134.4920005944932,96.37460946222134,216.6677465673043,206.37807398079624,241.36640764952975,188.81585279182286,976.0496635547476,998.9858707838537,969.4031471608238,908.2718182992622,431,590,865,413,483,1018,130,745,704,865,299,263,186,96,194
27,55.38583554542385,126.68903465332716,114.67389318965866,124.04742098364342,122.3737364520199,165.5306121538297,165.03249512793383,231.0593301336299,240.92531347449628,232.38981604267929,260.88500395567354,956.9782904338027,903.1005538744621,980.0470037794202,858.6504422502252,388,497,553,214,391,324,0,535,744,847,374,156,134,143,138
28,71.02146859230251,115.67215506243377,106.67757073692061,143.1866792826056,124.17618117765248,180.5417079370024,194.75320847878479,222.3736778593837,198.94737916649,281.2737926697713,114.59893489573743,924.0761784949805,915.8482287227544,928.7018668780923,900.1795890721108,210,407,878,0,902,576,456,691,642,950,368,130,104,73,110
29,72.93971643703448,136.17704188873768,107.12635372797325,173.92456023153147,177.77656463636959,174.60974554849324,132.2878872176272,195.2960424930152,227.95225759708953,265.8064734315593,228.24015007939317,948.5029236032474,884.6507446325999,959.3574332672134,851.4519586546323,486,606,742,180,443,741,51,307,792,866,526,257,374,123,176
