,Truck_1_Arrival,Truck_2_Arrival,Truck_3_Arrival,Truck_4_Arrival,Truck_5_Arrival,Truck_6_Arrival,Truck_7_Arrival,Truck_8_Arrival,Truck_9_Arrival,Truck_10_Arrival,Truck_11_Arrival,Truck_12_Arrival,Truck_13_Arrival,Truck_14_Arrival,Truck_15_Arrival,Truck_1_Volume,Truck_2_Volume,Truck_3_Volume,Truck_4_Volume,Truck_5_Volume,Truck_6_Volume,Truck_7_Volume,Truck_8_Volume,Truck_9_Volume,Truck_10_Volume,Truck_11_Volume,Truck_12_Volume,Truck_13_Volume,Truck_14_Volume,Truck_15_Volume
0,49.05340732134492,78.87381491411413,129.0136808344263,114.73742184626447,161.87490564631165,175.30415768563657,190.83133997454752,225.9998088414501,266.67185144037927,267.72661649138706,215.63021537808794,944.8201787768069,949.0298541310323,988.2902029071187,927.039336243592,241,592,971,522,476,1144,252,828,489,599,326,144,162,222,194
1,29.377594363915446,87.60244818822102,95.52296966426371,93.64559966077366,113.9954644134028,165.67457299358253,207.67660991634372,226.67017571278612,201.8674160343198,248.9297115317042,250.2900120324656,937.8655806947394,915.4817971270415,964.5976847443959,923.0504299654584,400,663,908,176,363,788,299,732,913,907,589,184,312,150,106
2,50.39899579569837,98.27760462489685,126.1066649193863,112.50140966190797,108.3064033968233,157.98776686762346,164.5329964613772,220.2673391037768,241.70786345738105,226.59122241751257,223.0938234685989,952.3678193629258,919.0543063515561,1011.5901345755984,906.5421286377308,645,459,787,602,41,637,283,720,889,754,675,0,273,50,128
3,63.788629919692006,139.32149714391392,171.42903667284224,154.38266269534654,125.40130767327142,179.30618752890263,180.80107340699837,212.21698703223737,223.82379419329231,245.75642386479248,168.7074859366577,988.4774546896767,902.2299778217887,1016.3365898417907,819.8495677249235,391,725,890,349,720,1137,5,647,760,818,416,178,302,0,238
4,52.36479240309309,113.75292500542629,90.95101903645313,60.00750251962829,65.85718798922855,136.4768277366467,189.52272280435736,234.57774268079064,220.07589682963578,257.6479721418435,247.3859733684618,978.0506142451541,954.0648957412246,996.4402915157847,893.893716036745,829,792,875,443,880,989,180,587,511,790,441,197,170,117,203
5,74.84082782127408,98.17198931804597,113.01977370594601,145.58280239742416,173.48658379152812,174.10892226808286,178.69574270205925,212.4344967756702,206.78616252074042,211.84965592104135,174.2238677331922,961.3584717323761,872.4607347746827,959.0729377846229,851.981652509275,450,600,1049,436,1169,960,208,531,779,917,200,342,314,191,108
6,62.44337930648194,93.42621672474343,149.89654219584241,164.09159041300353,135.47567377669293,194.32263721487482,214.98553774065218,224.9551722146664,225.32881086219354,270.2042589239361,196.34910320335354,959.7922205266196,998.2277079893868,1045.6569875132407,852.6984413357096,399,518,704,283,751,554,420,858,576,1076,607,155,358,175,145
7,64.33096549019058,28.831270118838248,119.59629035130158,143.40760856208416,101.94673355029344,193.95241535276733,162.60943936512197,212.9994161562768,265.8351434006634,258.5186185952198,283.8731214135584,940.9310483268572,998.3807634997627,1005.6178967473538,867.0676709884083,451,725,669,334,325,238,0,870,833,671,254,120,97,95,186
8,20.526532838990036,80.92158637538934,124.34125806658955,119.16026785567736,142.51302552234404,143.15139629197398,147.3111389044895,263.21504254766984,230.48057794518724,219.11706531111673,214.38806859106646,929.2686969112259,976.1199649777932,954.9034216246363,910.6785370182561,373,713,907,450,565,894,308,687,563,773,305,257,172,161,242
9,53.04773709257095,109.28587192722829,123.36844571016175,129.80743739252566,112.81933406767992,148.8711546108296,201.13689504648156,209.9023735248577,231.5057583938318,274.45226191589427,278.0372093425474,964.1308753019578,959.7562573957966,942.1328597945376,879.328392842861,377,795,499,494,627,816,270,860,648,501,507,244,272,261,18
