date,AWND,PRCP,SNOW,TMAX,TMIN
2024-02-27,12.200000000000001,0.0003448275862068966,0.005357142857142858,52.8,17.0
2024-02-28,11.700000000000001,0.011333333333333334,0.14615384615384616,27.8,4.0
2024-02-29,10.166666666666666,0.0,0.0,54.8,9.8
2024-03-01,14.299999999999999,0.0,0.0,56.4,32.4
2024-03-02,9.9,0.0,0.0,61.2,32.4
2024-03-03,16.033333333333335,0.0,0.0,71.0,35.8
2024-03-04,6.333333333333333,0.0,0.0,46.0,29.0
2024-03-05,5.3,0.0,0.0,47.0,22.4
2024-03-06,10.299999999999999,0.0,0.0,53.4,25.8
2024-03-07,8.633333333333333,0.0,0.0,48.0,30.4
2024-03-08,10.933333333333332,0.0,0.0,40.4,24.8
2024-03-09,10.200000000000001,0.0,0.0,40.0,21.0
2024-03-10,5.5,0.0,0.0,49.0,19.6
2024-03-11,5.066666666666666,0.0,0.0,63.8,29.6
2024-03-12,7.533333333333334,0.0,0.0,66.6,38.2
2024-03-13,6.966666666666666,0.0,0.0,64.0,39.6
2024-03-14,9.299999999999999,0.0,0.0,59.8,39.2
2024-03-15,8.933333333333332,0.0,0.0,53.4,32.2
2024-03-16,18.633333333333336,0.0,0.0,51.0,30.2
2024-03-17,16.133333333333333,0.0,0.0,33.0,23.6
2024-03-18,10.9,0.0,0.0,36.4,22.0
2024-03-19,16.566666666666666,0.0,0.0,48.6,26.2
2024-03-20,11.4,0.0,0.0,35.0,17.4
2024-03-21,4.3999999999999995,0.009130434782608696,0.10307692307692308,31.4,22.0
2024-03-22,9.466666666666667,0.2076923076923077,3.428260869565217,33.8,23.2
2024-03-23,5.033333333333333,0.0028787878787878787,0.00392156862745098,33.8,15.8
2024-03-24,11.333333333333334,0.04,0.525,33.2,25.2
2024-03-25,9.866666666666667,0.9126153846153846,6.14,36.2,31.8
2024-03-26,15.333333333333334,0.8884285714285713,1.4085714285714286,34.4,21.2
2024-03-27,12.666666666666666,0.2736363636363636,3.2615384615384615,29.4,17.0
2024-03-28,6.2,0.0012307692307692308,0.030909090909090907,36.0,16.4
2024-03-29,8.733333333333333,0.0,0.0,44.6,21.4
2024-03-30,9.366666666666667,0.0025,0.0,45.2,32.2
2024-03-31,4.166666666666667,0.0,0.0,47.0,31.4
2024-04-01,6.866666666666667,0.0,0.0,44.8,31.2
2024-04-02,11.200000000000001,0.016029411764705882,0.14878048780487804,43.2,33.4
2024-04-03,16.933333333333334,0.055,0.2571428571428572,49.2,34.4
2024-04-04,9.1,0.0,0.0,52.8,32.8
2024-04-05,3.3000000000000003,0.0,0.0,57.0,30.0
2024-04-06,15.166666666666666,0.00029850746268656717,0.0,59.0,34.6
2024-04-07,15.666666666666666,0.06777777777777777,0.0,49.6,39.4
2024-04-08,8.633333333333333,0.7402631578947368,0.0,48.2,40.8
2024-04-09,9.633333333333333,0.09123287671232877,0.0,59.6,40.0
2024-04-10,6.233333333333333,0.00323943661971831,0.0,69.2,42.0
2024-04-11,11.633333333333333,0.010133333333333333,0.0,63.4,44.0
2024-04-12,11.700000000000001,0.0356,0.0,61.4,42.4
2024-04-13,9.966666666666667,0.0,0.0,80.2,36.75
2024-04-14,7.966666666666666,0.0008108108108108108,0.0,73.8,44.8
2024-04-15,9.1,0.0,0.0,67.0,47.8
2024-04-16,14.833333333333334,0.13297619047619047,0.0,60.6,46.6
2024-04-17,11.700000000000001,1.5383333333333333,0.0,55.8,44.0
2024-04-18,12.266666666666666,0.004941176470588235,0.0,52.0,38.2
2024-04-19,15.266666666666666,0.0002564102564102564,0.0,40.8,33.4
2024-04-20,11.433333333333332,0.0052499999999999995,0.022222222222222223,46.8,30.6
2024-04-21,7.433333333333334,0.00012987012987012987,0.0,59.0,32.6
2024-04-22,10.799999999999999,0.00012195121951219512,0.0,68.4,38.4
2024-04-23,11.266666666666666,0.004337349397590362,0.0,64.0,40.4
2024-04-24,6.266666666666667,0.026741573033707864,0.0,60.0,34.2
2024-04-25,13.433333333333332,0.0032558139534883722,0.0,67.2,42.6
2024-04-26,16.8,0.03229885057471264,0.0,57.0,45.6
2024-04-27,8.833333333333334,0.38948453608247424,0.0,57.0,49.2
2024-04-28,11.799999999999999,0.05869047619047619,0.0,51.2,45.0
2024-04-29,8.366666666666667,0.854421052631579,0.0,49.8,43.4
2024-04-30,8.066666666666666,0.09147727272727274,0.0,66.0,40.6
2024-05-01,11.066666666666668,0.406969696969697,0.0,65.4,48.4
2024-05-02,6.3999999999999995,0.2530392156862745,0.0,57.4,47.8
2024-05-03,9.299999999999999,0.3722916666666667,0.0,67.4,42.8
2024-05-04,8.533333333333333,0.16831460674157303,0.0,64.2,46.0
2024-05-05,4.3999999999999995,0.10381578947368421,0.0,68.2,41.8
